Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
mhb-vitamin-c-moisturizer-for-face-formulated-with-shea-butter-aloe-vera-and-niacinamide-250ml,"MHB Vitamin C Moisturizer for Face, Formulated with Shea Butter, Aloe Vera, and Niacinamide - 250ML","<ul class="""" data-mce-fragment=""1"">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.564bv7wFv7wFTN"" data-mce-fragment=""1"">PERFECT FOR ALL SKIN TYPES - Helps with hyperpigmentation, fade scars and reduce fine lines. Also makes a great dark spot corrector for face. Can be used around the under eye area to help with dark circles and wrinkles. Great for women and men for daily use with maximum prescription strength effectiveness yet gentle enough for sensitive skin and is non comedogenic. Can be used day and night.</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,"",vitamin c moisturizer,true,Title,Default Title,,,,,"",300.0,shopify,10,deny,manual,650.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_31.png?v=1668853902,1,"",false,,,,,,,,,,,,,,,kg,,300.00,true,,,active
mhb-vitamin-c-moisturizer-for-face-formulated-with-shea-butter-aloe-vera-and-niacinamide-250ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_27.png?v=1668853902,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-vitamin-c-moisturizer-for-face-formulated-with-shea-butter-aloe-vera-and-niacinamide-250ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_28.png?v=1668853902,3,"",,,,,,,,,,,,,,,,,,,,,,
mhb-vitamin-c-toner,"MHB Vitamin C Toner with Witch Hazel, pH Balancing, Anti Aging, Face Primer (120ml)","<ul data-mce-fragment=""1"" class="""">
<li data-mce-fragment=""1"" class="""">MHB Vitamin C Toner, Facial Toner and PH Balancing Pore Minimizer with Witch Hazel, Anti Aging Toner for Face, Face Primer for Serum and Moisturizer</li>
<li data-mce-fragment=""1"" class="""">Item Form : Spray</li>
<li data-mce-fragment=""1"" class="""">Item Volume : 120mL</li>
<li data-mce-fragment=""1"" class="""">Skin Type : Oily, Combination, Sensitive, Dry, Normal</li>
<li data-mce-fragment=""1"" class="""">Material Type Free : Paraben free</li>
<li data-mce-fragment=""1"" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.686bKiKZKiKZjR"" class="""">Product Benefits : Hydrating, pH Balancing, Whitening, Anti-Aging, Acne Preventing, Exfoliating, Replenishing, Freshening, Oil Control, Soothing, Moisturizing, Nourishing, Smoothening, Softening, Brightening, Lightening, Rejuvenating, Cleansing, Makeup Removal Face Toner</li>
</ul>
<p><strong style=""font-size: 1.4em;"">Our face toner main ingredients are Vitamin C along with Witch Hazel, Vitamin C is a powerful antioxidant that reduces signs of aging such as fine lines and wrinkles, brightens the skin, and defends the skin against environmental aggressors whereas Witch Hazel has many benefits for skin, including relieving inflammation, it tightens pores, and helps with razor bumps. It may also help reduce acne, since it can cleanse your skin of excess oil.</strong></p>
<p><strong style=""font-size: 1.4em;"">MHB Vitamin C Toner is best paired with our entire MHB Vitamin C Collection. After cleansing with our Vitamin C Cleanser, apply toner. Follow with MHB Vitamin C Serum and MHB Vitamin C Moisturizer.</strong></p>
<p><strong style=""font-size: 1.4em;"">For best results, shake the bottle before use and lightly mist onto cleansed skin. This face toner also has a refreshing and soothing natural light citrus scent.</strong></p>
<br>
<div><strong></strong></div>
<div><strong></strong></div>",MHB - MEMOONA HEALTH & BEAUTY,,"",vitamin c tooner,true,Title,Default Title,,,,,"",200.0,shopify,5,deny,manual,300.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/tonernewwhiteringfinal.png?v=1674128752,1,"",false,,,,,,,,,,,,,,,kg,,150.00,true,,,active
mhb-vitamin-c-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_16.png?v=1674128752,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-vitamin-c-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_15.png?v=1674128752,3,"",,,,,,,,,,,,,,,,,,,,,,
vitamin-c-kit,MHB Vitamin C Bundle - Cleanser - Serum - Moisturizer - Toner (Pack of 4),"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">MHB Vitamin C Bundle  </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Vitamin C Cleanser 300ml</li>
<li data-mce-fragment=""1"">Vitamin C Serum 50ml</li>
<li data-mce-fragment=""1"">Vitamin C Moisturizer 120ml </li>
<li data-mce-fragment=""1"">Vitamin C Toner 120ml</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,"","MHB VITAMIN C SERUM, vitamin c cleanser, Vitamin c moisturizer, vitamin c tooner",true,Title,Default Title,,,,,VBUNDLE,400.0,shopify,9,deny,manual,2250.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vbundle01_1.jpg?v=1667282851,1,MHB Vitamin C Bundle - Cleanser - Serum - Moisturizer - Toner (Pack of 4),false,,,,,,,,,,,,,,,kg,,800.00,true,,,active
vitamin-c-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/FacebookCoverPhoto_3.png?v=1667282852,2,"MHB Vitamin C Cleanser - Anti Aging Face Wash & Exfoliating Facial Cleansing Gel Reduces Wrinkles, Dark Spots, Blemishes & Breakouts for Clear Skin With Natural Aloe Vera & Green Tea - 300ML",,,,,,,,,,,,,,,,,,,,,,
vitamin-c-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/FacebookCoverPhoto.png?v=1667282851,3,"MHB Vitamin C Toner with Witch Hazel, pH Balancing, Anti Aging, Face Primer (120ml)",,,,,,,,,,,,,,,,,,,,,,
vitamin-c-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vbundle03.jpg?v=1667282852,4,"MHB Vitamin C Moisturizer for Face, Formulated with Shea Butter, Aloe Vera, and Niacinamide - 120ML",,,,,,,,,,,,,,,,,,,,,,
vitamin-c-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vbundle05.jpg?v=1667282851,5, MHB Vitamin C Serum with Vitamin B3 and Hyaluronic Acid - 50ml,,,,,,,,,,,,,,,,,,,,,,
vitamin-c-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_43_-Copy.png?v=1669475156,6,"",,,,,,,,,,,,,,,,,,,,,,
vitamin-c-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_13.png?v=1669475228,7,"",,,,,,,,,,,,,,,,,,,,,,
vitamin-c-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_30_5bb87e48-cc15-4b10-8fab-ed17f1565abf.png?v=1669475247,8,"",,,,,,,,,,,,,,,,,,,,,,
vitamin-c-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/Vscrub02_19.png?v=1675762583,9,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-bundle-shampoo-conditioner-hair-mask,MHB ARGAN OIL BUNDLE - SHAMPOO - CONDITIONER - HAIR MASK,"<span style=""font-size: 19.6px;"">Argan Oil Bundle</span><br>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-mce-fragment=""1"">1. Shampoo 250ml</li>
<li class="""" data-mce-fragment=""1"">2. Conditioner 250ml</li>
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.72514J4p4J4pQX"" data-mce-fragment=""1"">3. Hair Mask 150ml</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,"","ARGAN OIL, ARGAN OIL HAIR MASK",true,Title,Default Title,,,,,'10,400.0,shopify,9,deny,manual,1299.00,1500.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-6511711ac60e8ee6a2aa9a74.png?v=1695803873,1,"",false,,,,,,,,,,,,,,,kg,,700.00,true,,,active
mhb-argan-oil-bundle-shampoo-conditioner-hair-mask,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/a429a69875e0b8b5e216d3ddc45d83ac_735971f8-99d5-44c3-b18d-b8605c5bf8b6.png?v=1695803873,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-bundle-shampoo-conditioner-hair-mask,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/70b9bd70b1f5023ddf0840df61e7c6d5.png?v=1695803873,3,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-bundle-shampoo-conditioner-hair-mask,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/ARGANTYPEMASK.jpg?v=1695803873,4,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-bundle-shampoo-conditioner-hair-mask,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/arganoilshampoo_dc9e9e7b-b736-4d55-bba4-b19e0c78d69a.png?v=1695803873,5,"",,,,,,,,,,,,,,,,,,,,,,
mhb-hair-serum-100ml,MHB Hair Serum -100ml,"<h3>Hair Growth Therapy Energizing Scalp Serum (100ml) with Argan Oil &amp; DHT Blockers, All Hair Types, Men &amp; Women (Packaging may vary)</h3>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Experience luxurious hair care with MHB Hair Growth Therapy Energizing Scalp Serum. Infused with Argan Oil and DHT Blockers, this highly effective formula caters to all hair types and promotes growth while strengthening the strands and nourishing the scalp. Providing an exclusive spa experience right at home, treat your locks to the best with MHB.</p>
</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care,HAIR SERUM,HAIR SERUM,true,Title,Default Title,,,,,hairserum100ml,100.0,shopify,10,deny,manual,300.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/PR1.jpg?v=1632824808,1,"",false,,,,,,,,,,,,,,,kg,,100.00,true,,,active
mhb-hair-serum-100ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/PR2.jpg?v=1632824808,2,"",,,,,,,,,,,,,,,,,,,,,,
castor-oil-organic-for-eyelashes-eyebrows-hair-growth-100-pure-hexane-free-cold-pressed-natural-conditioner-for-men-women-100ml,"CASTOR OIL ORGANIC FOR EYELASHES, EYEBROWS, HAIR GROWTH 100% PURE, HEXANE-FREE COLD-PRESSED - NATURAL CONDITIONER FOR MEN & WOMEN - 100ML","<ul class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.539fY5pxY5pxnn"" data-mce-fragment=""1"">
<li class="""" data-mce-fragment=""1"">✅ NO HARMFUL SUBSTANCES - Our organic unrefined castor oil is 100% pure and cold-pressed to keep its minerals, essential fatty acids, and nutrients intact. Each bottle has light-yellow color and mild odor.</li>
<li class="""" data-mce-fragment=""1"">✅ GET FULLER, THICKER HAIR - This versatile castor oil is rich in fatty acids that help nourish and condition the hair to help you get longer and healthier locks, eyebrows, and eyelashes.</li>
<li class="""" data-mce-fragment=""1"">✅ ENJOY GLOWING SUPPLE SKIN - Castor oil helps seal in moisture in your skin, making it an effective moisturizer. This serum is perfect for hydrating rough and dry patches on your elbows, knees, and scalp.</li>
<li class="""" data-mce-fragment=""1"">✅ KEEP YOUR NAILS WELL-CONDITIONED - Strengthen your nail beds by adding a few drops of this pure castor oil on your cuticles and nail plates to help prevent them from breaking and peeling.</li>
<li class="""" data-mce-fragment=""1"">✅ A HELPFUL GIFT FOR BEAUTY LOVERS - Our castor oil for hair growth and skincare is an amazing gift for beauty enthusiasts. Each bottle can be used for different applications anytime, anywhere.</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,"","",true,Title,Default Title,,,,,CASTOROIL100ML,0.0,shopify,0,deny,manual,750.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/CASTOROILf1.jpg?v=1632741706,1,"",false,,,,,,,,,,,,,,,kg,,200.00,true,,,active
castor-oil-organic-for-eyelashes-eyebrows-hair-growth-100-pure-hexane-free-cold-pressed-natural-conditioner-for-men-women-100ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/CASTOROILf2.jpg?v=1632741706,2,"",,,,,,,,,,,,,,,,,,,,,,
almond-oil-for-massage-diluting-essential-oils-aromatherapy-hair-skin-care-benefits-moisturizer-softener-200ml,"MHB Almond Oil - 4 IN 1 - for Massage, Diluting Essential Oils, Aromatherapy, Hair & Skin Care Benefits, Moisturizer & Softener - 200ml","<ul class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.3496Az08Az08aQ"" data-mce-fragment=""1"">
<li>
<span style=""font-size: 1.4em;"">PREMIUM ALMOND WITH ARGAN,COCONUT &amp; CASTOR OIL | 4 IN 1</span><br>
</li>
</ul>
<ul class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.3496Az08Az08aQ"" data-mce-fragment=""1"">
<li class="""" data-mce-fragment=""1"">Almond Oil for Hair - Go for pure almond oil for hair care and use it as a Hair oil for dry hair Dry scalp moisturizer or an Almond hair oil for curly frizzy hair for healthier-looking hair</li>
<li class="""" data-mce-fragment=""1"">Natural Body Oil - Reap the benefits of cold pressed almond oil for body care and use as an almond body oil for dry skin A nourishing body massage oil and for General everyday moisturizing body oil</li>
<li class="""" data-mce-fragment=""1"">Almond Oil for Face Care - Almond oil is a great choice for a dry skin face moisturizer while some use almond oil for lip gloss and other anti aging skin care DIY projects like an almond massage oil</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,"","Premium Oil, Premium Oils",false,Title,Default Title,,,,,almondoil200ml,0.0,shopify,4,deny,manual,399.00,600.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/almondoil2.png?v=1632596440,1,"",false,,,,,,,,,,,,,,,kg,,300.00,true,,,draft
almond-oil-for-massage-diluting-essential-oils-aromatherapy-hair-skin-care-benefits-moisturizer-softener-200ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/almondoilf2.jpg?v=1632596441,2,"",,,,,,,,,,,,,,,,,,,,,,
castor-oil-organic-extra-strength-oil-for-eyelashes-eyebrows-hair-growth-100-pure-hexane-free-cold-pressed-natural-conditioner-laxative-for-men-women-200ml,"Castor Oil Organic for Eyelashes, Eyebrows, Hair Growth 100% Pure, Hexane-Free Cold-Pressed - Natural Conditioner for Men & Women - 200ml","<ul class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.539fY5pxY5pxnn"" data-mce-fragment=""1"">
<li class="""" data-mce-fragment=""1"">✅ NO HARMFUL SUBSTANCES - Our organic unrefined castor oil is 100% pure and cold-pressed to keep its minerals, essential fatty acids, and nutrients intact. Each bottle has light-yellow color and mild odor.</li>
<li class="""" data-mce-fragment=""1"">✅ GET FULLER, THICKER HAIR - This versatile castor oil is rich in fatty acids that help nourish and condition the hair to help you get longer and healthier locks, eyebrows, and eyelashes.</li>
<li class="""" data-mce-fragment=""1"">✅ ENJOY GLOWING SUPPLE SKIN - Castor oil helps seal in moisture in your skin, making it an effective moisturizer. This serum is perfect for hydrating rough and dry patches on your elbows, knees, and scalp.</li>
<li class="""" data-mce-fragment=""1"">✅ KEEP YOUR NAILS WELL-CONDITIONED - Strengthen your nail beds by adding a few drops of this pure castor oil on your cuticles and nail plates to help prevent them from breaking and peeling.</li>
<li class="""" data-mce-fragment=""1"">✅ A HELPFUL GIFT FOR BEAUTY LOVERS - Our castor oil for hair growth and skincare is an amazing gift for beauty enthusiasts. Each bottle can be used for different applications anytime, anywhere.</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,"","Premium Oil, Premium Oils",false,Title,Default Title,,,,,castoroil200ml,0.0,shopify,1,deny,manual,449.00,600.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/castoroil.jpg?v=1632596233,1,"",false,,,,,,,,,,,,,,,kg,,200.00,true,,,draft
castor-oil-organic-extra-strength-oil-for-eyelashes-eyebrows-hair-growth-100-pure-hexane-free-cold-pressed-natural-conditioner-laxative-for-men-women-200ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/castoroil2.jpg?v=1632596233,2,"",,,,,,,,,,,,,,,,,,,,,,
organic-coconut-oil-edible-100-pure-natural-premium-grade-coconut-oil-massage-oil-moisturizing-hair-oil-body-oil,"Organic Coconut Oil - 100% Pure & Natural Premium Grade Coconut Oil , Massage Oil, Moisturizing Hair Oil & Body Oil","<ul class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.47a4jYXAjYXAGF"" data-mce-fragment=""1"">
<li class="""" data-mce-fragment=""1"">100% PURE &amp; NATURAL COCONUT OIL is one of the most versatile oils and has endless uses. It is most commonly used for aromatherapy, essential oils, massage, and as a hair &amp; skin moisturizer. Our premium quality coconut oil Fragrance Free, Hexane Free, Preservative Free, Chemical Free, and 100% Vegan.</li>
<li class="""" data-mce-fragment=""1"">COCONUT OIL FOR SKIN there are countless health benefits to using this oil topically to your skin. Scientists have figured out that this oil contains a unique combination of fatty acids with powerful medicinal properties that feed and moisturize the skin. It is light weight, provides a silky-smooth feeling for all skin types without clogging pores all while nourishing and moisturizing.</li>
<li class="""" data-mce-fragment=""1"">COCONUT OIL FOR HAIR GROWTH is rich in antioxidants, and has powerful properties. When used on hair, fractioned coconut oil helps improve scalp health, fights infections and fungus, supports hair growth, all while adding volume and shine without the common harmful chemicals.</li>
<li class="""" data-mce-fragment=""1""><br></li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Cosmetics > Skin Care > Body Oil,Body Oil,"Coconut Oil, Premium Oil, Premium Oils",false,Size,100ml,,,,,coconutoil100ml,200.0,shopify,4,deny,manual,149.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/COCONUTOILf.jpg?v=1632741389,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/COCONUTOIL2.jpg?v=1632741389,kg,,,true,,,draft
organic-coconut-oil-edible-100-pure-natural-premium-grade-coconut-oil-massage-oil-moisturizing-hair-oil-body-oil,,,,,,,,,200ml,,,,,coconutoil200ml,200.0,shopify,1,deny,manual,249.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/COCONUTOIL2.jpg?v=1632741389,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/COCONUTOIL2.jpg?v=1632741389,kg,,,,,,
mhb-glow-shine-daily-routine-skin-care-kit,MHB GLOW & SHINE - DAILY ROUTINE - SKIN CARE KIT,"<h4>Complete Skin Care Set - Pack of 6<span style=""font-size: 1.4em;""></span>
</h4>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-mce-fragment=""1"">SHEA BUTTER WHITENING CREAM</li>
<li class="""" data-mce-fragment=""1"">GLOW &amp; SHINE SKIN MIRACLE NIGHT CREAM</li>
<li class="""" data-mce-fragment=""1"">GLOW &amp; SHINE ROSE FACE WASH</li>
<li class="""" data-mce-fragment=""1"">GLOW &amp; SHINE ROSE WATER</li>
<li class="""" data-mce-fragment=""1"">VITAMIN C FACE SERUM</li>
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.6d3266NI66NIxE"" data-mce-fragment=""1"">VITAMIN C MOISTURIZER</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,"","CREAM, FACE CARE, FACE TONIC, FACEWASH, GLOW & SHINE, MHB FACEWASH",false,Title,Default Title,,,,,"",400.0,shopify,3,deny,manual,2799.00,3920.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/products/bundle2x.jpg?v=1631704897,1,"",false,,,,,,,,,,,,,,,kg,,1800.00,true,,,draft
mhb-glow-shine-daily-routine-skin-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/SHEABUTTERCREAM.jpg?v=1631704897,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-glow-shine-daily-routine-skin-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/NIGHTCREAM.jpg?v=1631704897,3,"",,,,,,,,,,,,,,,,,,,,,,
mhb-glow-shine-daily-routine-skin-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/VITAMINCMOISTURIZER.jpg?v=1631704897,4,"",,,,,,,,,,,,,,,,,,,,,,
mhb-glow-shine-daily-routine-skin-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/bundlevc_1.jpg?v=1631704898,5,"",,,,,,,,,,,,,,,,,,,,,,
mhb-glow-shine-daily-routine-skin-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/bundlefacewash.jpg?v=1631704898,6,"",,,,,,,,,,,,,,,,,,,,,,
mhb-glow-shine-daily-routine-skin-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/ROSEWATER.jpg?v=1631704898,7,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-shampoo-conditioner-sulfate-free-250ml-each,MHB ARGAN OIL SHAMPOO & CONDITIONER  SULFATE FREE  250ml Each,"<h3></h3>
<blockquote>
<h5><span>ARGAN OIL SHAMPOO &amp; CONDITIONER</span></h5>
</blockquote>
<p><span>Sulfate-free shampoo and conditioner are hair care products that do not contain sulfates, which are harsh detergents commonly found in traditional shampoos and cleansers. Sulfates can strip the hair of its natural oils, leaving it dry and prone to damage. Sulfate-free formulas are gentler and can help maintain the natural moisture balance of the scalp and hair. They may contain alternative cleansing agents such as coco betaine or sodium cocoyl isethionate. Sulfate-free conditioners are designed to nourish and detangle hair without weighing it down or leaving a residue. They may contain natural oils, plant extracts, or hydrolyzed proteins to help strengthen and protect the hair. Sulfate-free hair care is a good choice for people with sensitive scalps, color-treated hair, or those who prefer a more natural approach to hair care.</span></p>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,SHAMPOO,"ARGAN OIL, Deep Conditioning, HERBAL SHAMPOO",true,Title,Default Title,,,,,ArganBundle,200.0,shopify,8,deny,manual,1050.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/9f15059e568e3af452dcc900fe3b28da.jpg?v=1695804140,1,"",false,,,,,,,,,,,,,,,kg,,400.00,true,,,active
mhb-argan-oil-shampoo-conditioner-sulfate-free-250ml-each,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/arganoilshampoo_dc50c073-a534-489f-948c-afc84a2a1296.png?v=1695804140,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-shampoo-conditioner-sulfate-free-250ml-each,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/CONDITIONERORDERNOW.png?v=1695987597,3,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-shampoo-conditioner-sulfate-free-250ml-each,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/IMPRFORMSHAMPOO.png?v=1695987598,4,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-shampoo-conditioner-sulfate-free-250ml-each,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/UNIBANNER.png?v=1695987597,5,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-conditioner,MHB ARGAN OIL CONDITIONER - SULFATE FREE - 250ml,"<p>Contains NO Sulfates, Parabens, Sodium Chloride, Gluten or Phothalates. Researchers have found that shampoos containing sulfates and other harmful ingredients can cause itchy scalp, serious skin irritation and disease, hair loss and damage, and the ability to create nitrate compounds which have been linked to cancer and cell damage. Pure Nature contains NONE of these harsh chemicals.</p>
<p><br>This ARGAN OIL Conditioner gives hair a beautiful structure, leaving it soft and manageable, producing incredible shine and life. Helps control and smooth frizzy hair, leaving your hair silky smooth; also softens and aids in curl definition. Contains Vitamin E that penetrates through the cuticle of the hair, resulting in hair that is stronger, thicker and younger looking.</p>",MHB - MEMOONA HEALTH & BEAUTY,,CONDITIONER,"ARGAN OIL, Conditioner",true,Title,Default Title,,,,,Arganoilconditioner250,200.0,shopify,1,deny,manual,680.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/IMG-20231124_054429.jpg?v=1700786734,1,"",false,,,,,,,,,,,,,,,kg,,200.00,true,,,active
mhb-argan-oil-conditioner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/products/ARGANTYPEC.jpg?v=1700786734,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-argan-oil-shampoo-sulfate-free-250ml,MHB ARGAN OIL SHAMPOO - SULFATE FREE - 250ml,"<h5>ARGAN OIL SHAMPOO</h5>
<p>Contains NO Sulfates, Parabens, Sodium Chloride, Gluten or Phothalates. Researchers have found that shampoos containing sulfates and other harmful ingredients can cause itchy scalp, serious skin irritation and disease, hair loss and damage, and the ability to create nitrate compounds which have been linked to cancer and cell damage. Pure Nature contains NONE of these harsh chemicals.</p>
<p>This ARGAN OIL Shampoo gives hair beautiful structure, leaving it soft and manageable, producing incredible shine and life. Helps control and smooth frizzy hair, leaving your hair silky smooth; also softens and aids in curl definition. Contains Vitamin E that penetrates through the cuticle of the hair, resulting in hair that is stronger, thicker and younger looking.</p>",MHB - MEMOONA HEALTH & BEAUTY,,SHAMPOO,"ARGAN OIL, HERBAL SHAMPOO",true,Title,Default Title,,,,,Arganoilshampoo250ml,300.0,shopify,7,deny,manual,600.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/a429a69875e0b8b5e216d3ddc45d83ac.png?v=1695803709,1,"",false,,,,,,,,,,,,,,,kg,,200.00,true,,,active
